OID_	IDENT	NAME	UPPER_DESC	UPPER_VAL	UPPER_UOM	UPPER_CODE	LOWER_DESC	LOWER_VAL	LOWER_UOM	LOWER_CODE	TYPE_CODE	LOCAL_TYPE	CLASS	MIL_CODE	COMM_NAME	LEVEL	SECTOR	ONSHORE	EXCLUSION	WKHR_CODE	WKHR_RMK	DST	GMTOFFSET	SHAPE_Leng	SHAPE_Area	AirCheck
614	BNA	NASHVILLE INTL AIRPORT CLASS C	TI	4600	FT	MSL	 	2400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.051623806	0.040465998	Pass
615	ORF	NORFOLK INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.566530183	0.023723767	Fail
616	ORF	NORFOLK INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.467545585	0.015397575	Pass
617	ORF	NORFOLK INTERNATIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.165535641	0.091115638	Pass
618	OFF	OFFUTT AFB CLASS C	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.611258549	0.02887993	Fail
619	OFF	OFFUTT AFB CLASS C	TI	5000	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.249051493	0.106270154	Pass
620	OMA	"EPPLEY AIRFIELD, OMAHA CLASS C"	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.612285181	0.028959979	Fail
621	SBA	SANTA BARBARA MUNICIPAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.579987711	0.026416443	Fail
622	SBA	SANTA BARBARA MUNICIPAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.179601957	0.045179196	Pass
623	SRQ	SARASOTA-BRADENTON AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.557100835	0.024577613	Fail
624	SRQ	SARASOTA-BRADENTON AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.114218233	0.098316227	Pass
625	AEX	ALEXANDRIA CLASS D	TI	2600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	H24	 	 	 	0.534714472	0.022554159	Fail
626	NOG	ALICE CLASS D	TI	2800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.564132846	0.022431176	Fail
627	APN	ALPENA CLASS D	TI	3200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.546799272	0.022765946	Fail
628	ALN	ALTON/ST LOUIS CLASS D	TI	3000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.527637345	0.021656907	Fail
629	CPS	CAHOKIA CLASS D	TI	2900	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.478418862	0.017819366	Fail
630	CDW	CALDWELL CLASS D	TI	2700	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.499530966	0.018835426	Fail
631	CMA	CAMARILLO CLASS D	TI	2000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.478339057	0.015135621	Fail
632	OMA	"EPPLEY AIRFIELD, OMAHA CLASS C"	TI	5000	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.224588998	0.115846769	Pass
633	ONT	ONTARIO INTL AIRPORT CLASS C	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.61032188	0.023915541	Fail
634	ONT	ONTARIO INTL AIRPORT CLASS C	TI	5000	FT	MSL	 	2700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.453187331	0.058087001	Pass
635	PBI	PALM BEACH INTL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	AREA A	1	0	H24	 	 	 	0.568982688	0.023072324	Fail
636	SAV	SAVANNAH INTL AIRPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.571551498	0.02574256	Fail
637	SAV	SAVANNAH INTL AIRPORT CLASS C	TI	4100	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.160837221	0.102001113	Pass
638	SSC	SHAW AFB CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.591887431	0.02524716	Fail
639	SSC	SHAW AFB CLASS C	TI	4200	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.156504125	0.105116029	Pass
640	LTS	ALTUS AFB CLASS D	TI	3900	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.69299972	0.030590768	Fail
641	LTS	ALTUS AFB CLASS D	TI	3900	FT	MSL	ANI	2500	FT	MSL	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.437731306	0.009875576	Pass
642	FRN	"ANCHORAGE, BRYANT AAF CLASS D"	TI	2900	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.26187326	0.003411227	Fail
643	EDF	"ANCHORAGE, ELMENDORF AFB CLASS D"	TI	3000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.550674316	0.018226943	Fail
644	LHD	ANCHORAGE LAKE HOOD CLASS D	TI	2500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	H24	 	 	 	0.364898656	0.003812153	Fail
645	MRI	ANCHORAGE MERRILL FIELD CLASS D	TI	2500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.590017776	0.010649769	Fail
646	TYS	KNOXVILLE MCGHEE TYSON AIRPORT CLASS C	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.612970387	0.026200957	Fail
647	TYS	KNOXVILLE MCGHEE TYSON AIRPORT CLASS C	TI	5000	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.390760189	0.055071487	Pass
648	TYS	KNOXVILLE MCGHEE TYSON AIRPORT CLASS C	TI	5000	FT	MSL	 	3500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.772384861	0.026192513	Pass
649	LFT	LAFAYETTE REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.56523904	0.025235402	Fail
650	PBI	PALM BEACH INTL AIRPORT CLASS C	TI	4000	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	AREA B	1	0	H24	 	 	 	0.404388734	0.010477867	Pass
651	PBI	PALM BEACH INTL AIRPORT CLASS C	TI	4000	FT	MSL	 	1200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	AREA C	1	0	H24	 	 	 	1.698160835	0.064031398	Pass
652	NPA	PENSACOLA NAS CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.626150579	0.021718803	Fail
653	NPA	PENSACOLA NAS CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.186103096	0.089819408	Pass
654	NPA	PENSACOLA NAS CLASS C	TI	4200	FT	MSL	ANI	700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.244270294	0.003508642	Pass
655	PNS	PENSACOLA REGIONAL AIRPORT CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.566082835	0.025303345	Fail
656	PNS	PENSACOLA REGIONAL AIRPORT CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.187014559	0.089949058	Pass
657	SHV	SHREVEPORT REGIONAL AIRPORT CLASS C	TI	4300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.572662852	0.025831585	Fail
658	SHV	SHREVEPORT REGIONAL AIRPORT CLASS C	TI	4300	FT	MSL	 	1600	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.056499227	0.079952849	Pass
659	SBN	"SOUTH BEND, MICHIANA REGIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.699190149	0.027162441	Fail
660	SBN	"SOUTH BEND, MICHIANA REGIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.909949602	0.0796323	Pass
661	SBN	"SOUTH BEND, MICHIANA REGIONAL AIRPORT CLASS C"	TI	4800	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.401940077	0.009699687	Pass
662	SKA	"SPOKANE, FAIRCHILD AFB CLASS C"	TI	6400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.598475832	0.026011682	Fail
663	UAM	ANDERSEN AFB CLASS D	TI	2600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	H24	 	 	 	0.457304245	0.016637916	Fail
664	AID	ANDERSON CLASS D	TI	3400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.533100287	0.022033839	Fail
665	LFT	LAFAYETTE REGIONAL AIRPORT CLASS C	TI	4000	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.130494938	0.100947542	Pass
666	LEX	"LEXINGTON, BLUE GRASS AIRPORT CLASS C"	TI	5000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.595479893	0.027643259	Fail
667	LEX	"LEXINGTON, BLUE GRASS AIRPORT CLASS C"	TI	5000	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.190977772	0.110579562	Pass
668	LNK	LINCOLN AIRPORT CLASS C	TI	5200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	 	 	 	0.609783206	0.028764807	Fail
669	POB	POPE AFB CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.583846697	0.02196441	Fail
670	POB	POPE AFB CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.674866077	0.018658325	Pass
671	POB	POPE AFB CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.612803354	0.016801775	Pass
672	POB	POPE AFB CLASS C	TI	4200	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.76092281	0.023226299	Pass
673	PWM	PORTLAND INTL JETPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.626312066	0.030048997	Fail
674	PWM	PORTLAND INTL JETPORT CLASS C	TI	4100	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.252643324	0.120203109	Pass
675	SKA	"SPOKANE, FAIRCHILD AFB CLASS C"	TI	6400	FT	MSL	 	3700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.412817096	0.058933936	Pass
676	GEG	SPOKANE INTERNATIONAL AIRPORT CLASS C	TI	6400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.598540668	0.026016737	Fail
677	GEG	SPOKANE INTERNATIONAL AIRPORT CLASS C	TI	6400	FT	MSL	 	3700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.763389336	0.025323459	Pass
678	GEG	SPOKANE INTERNATIONAL AIRPORT CLASS C	TI	6400	FT	MSL	 	3700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.490707186	0.012959354	Pass
679	SGF	SPRINGFIELD-BRANSON NATIONAL AIRPORT CLASS C	TI	5300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.603304772	0.025766855	Fail
680	SGF	SPRINGFIELD-BRANSON NATIONAL AIRPORT CLASS C	TI	5300	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.183673657	0.10942742	Pass
681	ARB	ANN ARBOR CLASS D	TI	3300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.543469876	0.022745403	Fail
682	ATW	APPLETON CLASS D	TI	3400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.529432401	0.021418275	Fail
683	ADM	ARDMORE CLASS D	TI	3300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.486788231	0.018612252	Fail
684	LNK	LINCOLN AIRPORT CLASS C	TI	5200	FT	MSL	 	2700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	 	 	 	1.21958495	0.115066029	Pass
685	ISP	LONG ISLAND MACARTHUR AIRPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.713631654	0.02721331	Fail
686	ISP	LONG ISLAND MACARTHUR AIRPORT CLASS C	TI	4100	FT	MSL	 	700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.158121761	0.001441878	Pass
687	PVD	"PROVIDENCE, THEODORE FRANCIS GREEN STATE AIRPORT CLASS C"	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.614676634	0.029146262	Fail
688	PVD	"PROVIDENCE, THEODORE FRANCIS GREEN STATE AIRPORT CLASS C"	TI	4100	FT	MSL	 	1300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.092795923	0.043715133	Pass
689	PVD	"PROVIDENCE, THEODORE FRANCIS GREEN STATE AIRPORT CLASS C"	TI	4100	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.093432198	0.043742527	Pass
690	SPI	"SPRINGFIELD, CAPITAL AIRPORT CLASS C"	TI	4600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.604414671	0.028345027	Fail
691	SPI	"SPRINGFIELD, CAPITAL AIRPORT CLASS C"	TI	4600	FT	MSL	 	1800	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.208847672	0.113386806	Pass
692	STT	CHARLOTTE AMALIE ST. THOMAS CLASS C	TI	4000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.538109813	0.02302341	Fail
693	GKY	ARLINGTON CLASS D	TNI	2000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.404870654	0.011779804	Fail
694	AHN	ATHENS CLASS D	TI	3300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.462514466	0.016812045	Fail
695	PDK	ATLANTA DEKALB-PEACHTREE AIRPORT CLASS D	TI	3500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.462291987	0.016797853	Fail
696	ISP	LONG ISLAND MACARTHUR AIRPORT CLASS C	TI	4100	FT	MSL	 	1500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.214078049	0.09064427	Pass
697	SDF	LOUISVILLE STANDIFORD FIELD AIRPORT CLASS C	TI	4500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.641292775	0.025256379	Fail
698	SDF	LOUISVILLE STANDIFORD FIELD AIRPORT CLASS C	TI	4500	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.139898162	0.043384386	Pass
699	RDU	RALEIGH-DURHAM INTL AIRPORT CLASS C	TI	4400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.585864657	0.026883402	Fail
700	RDU	RALEIGH-DURHAM INTL AIRPORT CLASS C	TI	4400	FT	MSL	 	1700	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.171746937	0.107539947	Pass
701	RNO	RENO AIRPORT CLASS C	TI	8400	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.602643798	0.028206253	Fail
702	RNO	RENO AIRPORT CLASS C	TI	8400	FT	MSL	 	7200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.777835744	0.064968727	Pass
703	STT	CHARLOTTE AMALIE ST. THOMAS CLASS C	TI	4000	FT	MSL	 	1900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.539757345	0.058516507	Pass
704	TLH	TALLAHASSEE REGIONAL AIRPORT CLASS C	TI	4100	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.565839873	0.025283786	Fail
705	TLH	TALLAHASSEE REGIONAL AIRPORT CLASS C	TI	4100	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.131696626	0.101141092	Pass
706	FTY	ATLANTA FULTON COUNTY AIRPORT-BROWN FIELD CLASS D	TI	3300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	H24	 	 	 	0.45710329	0.015912931	Fail
707	MER	ATWATER CLASS D	TNI	2000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.507675504	0.017633942	Fail
708	AGS	AUGUSTA CLASS D	TI	2600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.610545441	0.029323124	Fail
709	SDF	LOUISVILLE STANDIFORD FIELD AIRPORT CLASS C	TI	4500	FT	MSL	 	2200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.115519782	0.042151741	Pass
710	LBB	LUBBOCK INTERNATIONAL CLASS C	TI	7300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.577075927	0.026184338	Fail
711	LBB	LUBBOCK INTERNATIONAL CLASS C	TI	7300	FT	MSL	 	4500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.154169146	0.104743518	Pass
712	RIC	RICHARD EVELYN BYRD INTL AIRPORT CLASS C	TI	4200	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.593009633	0.027448517	Fail
713	RIC	RICHARD EVELYN BYRD INTL AIRPORT CLASS C	TI	4200	FT	MSL	 	1400	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.186037159	0.109800544	Pass
714	RIV	RIVERSIDE MARCH FIELD CLASS C	TI	5500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.577892328	0.026249466	Fail
715	CID	THE EASTERN IOWA AIRPORT CLASS C	TI	4900	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.615605505	0.029218546	Fail
716	CID	THE EASTERN IOWA AIRPORT CLASS C	TI	4900	FT	MSL	 	2100	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.231229777	0.116881101	Pass
717	TIK	TINKER AFB CLASS C	TI	5300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.560744043	0.023339617	Fail
718	TIK	TINKER AFB CLASS C	TI	5300	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.306039453	0.003395441	Pass
719	TIK	TINKER AFB CLASS C	TI	5300	FT	MSL	 	2500	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.996272982	0.071357992	Pass
720	TIK	TINKER AFB CLASS C	TI	5300	FT	MSL	 	3000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.924727424	0.025723417	Pass
721	BKF	AURORA CLASS D	TNI	7500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.477414612	0.01628883	Fail
722	BKF	AURORA CLASS D	TNI	6500	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.245699722	0.003201868	Fail
723	BFL	BAKERSFIELD CLASS D	TI	3000	FT	MSL	 	0	FT	SFC	CLASS	CLASS_D	D	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.58401868	0.026736941	Fail
724	MSN	MADISON DANE COUNTY REGIONAL AIRPORT-TRUAX FIELD CLASS C	TI	4900	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.634517846	0.029196791	Fail
725	MSN	MADISON DANE COUNTY REGIONAL AIRPORT-TRUAX FIELD CLASS C	TI	4900	FT	MSL	 	2300	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	1.246270282	0.119216484	Pass
726	MHT	MANCHESTER CLASS C	TI	4300	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.621854577	0.029703854	Fail
727	RIV	RIVERSIDE MARCH FIELD CLASS C	TI	5500	FT	MSL	 	3900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.438000103	0.011804117	Pass
728	RIV	RIVERSIDE MARCH FIELD CLASS C	TI	5500	FT	MSL	 	3900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.460131817	0.011891325	Pass
729	RIV	RIVERSIDE MARCH FIELD CLASS C	TI	5500	FT	MSL	 	2900	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	NOTAM	Legal description references NOTAM	 	 	0.317213017	0.005915289	Pass
730	TOL	TOLEDO EXPRESS AIRPORT CLASS C	TI	4700	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.613893454	0.029085285	Fail
731	TOL	TOLEDO EXPRESS AIRPORT CLASS C	TI	4700	FT	MSL	 	2000	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.227805608	0.11634802	Pass
732	DMA	TUCSON DAVIS-MONTHAN-AFB CLASS C	TI	6600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.530635857	0.019591202	Fail
733	DMA	TUCSON DAVIS-MONTHAN-AFB CLASS C	TI	6600	FT	MSL	 	4200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.297956638	0.130455283	Pass
734	TUS	TUCSON INTERNATIONAL AIRPORT CLASS C	TI	6600	FT	MSL	 	0	FT	SFC	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	0.530352193	0.019567463	Fail
735	TUS	TUCSON INTERNATIONAL AIRPORT CLASS C	TI	6600	FT	MSL	 	4200	FT	MSL	CLASS	CLASS_C	C	CIV	 	L	 	1	0	H24	 	 	 	1.297956638	0.130455283	Pass
